total_population,median_age,median_age_male,median_age_female,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,male_55_59,male_60_61,male_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85_plus,female_18_19,female_20,female_21,female_22_24,female_25_29,race_total_pop,white_alone,black_alone,native_american_alone,asian_alone,pacific_islander_alone,other_race_alone,two_or_more_races,hispanic_total_base,hispanic_latino_total,mexican,puerto_rican,cuban,central_american,south_american,white_non_hispanic,black_non_hispanic,hispanic_any_race,median_household_income,aggregate_household_income,per_capita_income,gini_index,income_under_10k,income_10k_15k,income_15k_20k,income_20k_25k,income_25k_30k,income_30k_35k,income_35k_40k,income_40k_45k,income_45k_50k,income_50k_60k,income_60k_75k,income_75k_100k,income_100k_125k,income_125k_150k,income_150k_200k,income_over_200k,poverty_base_pop,population_below_poverty,female_below_poverty,male_below_poverty,households_with_snap,snap_base_households,education_base_pop,no_schooling,grade_8_or_less,some_high_school,high_school_diploma,ged_alternative,some_college_less_1yr,some_college_more_1yr,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree,school_enrollment_base,enrolled_in_school,enrolled_college_grad,bachelors_plus_by_sex_base,employment_base_pop,in_labor_force,civilian_labor_force,employed_civilian,unemployed,armed_forces,not_in_labor_force,industry_base,agriculture_forestry_fishing,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing,information,finance_insurance_real_estate,professional_scientific,educational_health_social,arts_entertainment_recreation,public_administration,private_wage_workers,government_workers,self_employed,total_housing_units,occupied_units,vacant_units,owner_occupied,renter_occupied,median_home_value,median_gross_rent,median_rent_as_pct_income,mortgage_30_35pct_income,mortgage_35_40pct_income,mortgage_40_50pct_income,mortgage_over_50pct_income,median_year_structure_built,owner_overcrowded,renter_overcrowded,health_insurance_base,male_19_25_no_insurance,male_26_34_no_insurance,male_35_44_no_insurance,male_45_54_no_insurance,male_55_64_no_insurance,female_19_25_no_insurance,female_26_34_no_insurance,female_35_44_no_insurance,female_45_54_no_insurance,female_55_64_no_insurance,disability_base,male_under_18_disability,female_under_18_disability,male_65_74_disability,female_65_74_disability,female_householder_no_spouse,male_householder_no_spouse,household_type_base,citizenship_base,born_in_us,born_in_us_territory,born_abroad_us_parent,naturalized_citizen,not_a_citizen,place_of_birth_base,born_in_us_state,foreign_born,language_base,speaks_english_only,speaks_spanish,speaks_other_indo_european,speaks_asian_pacific,english_proficiency_base,speaks_english_very_well,speaks_english_not_well,speaks_english_not_at_all,entered_2010_or_later,entered_2000_2009,veteran_base_18plus,veterans_total,nonveterans,male_veterans,female_veterans,gulf_war_2001_later,gulf_war_2001_later_also_gulf90,gulf_war_1990_2001,vietnam_war_veterans,korean_war_veterans,wwii_veterans,veterans_below_poverty,veteran_poverty_base,veterans_18_64_employed,veterans_18_64_unemployed,veterans_employment_base,internet_base,has_internet_subscription,has_broadband,no_internet_access,computer_base,has_computer,no_computer,commute_base,drives_alone,carpools,public_transport,works_from_home,walks_to_work,commute_time_base,commute_60_89min,commute_90min_plus,owner_no_vehicle,renter_no_vehicle,white_pct,black_pct,hispanic_pct,asian_pct,native_american_pct,white_non_hispanic_pct,minority_pct,youth_18_29_pct,senior_65plus_pct,poverty_rate_pct,unemployment_rate_pct,labor_force_participation_pct,snap_households_pct,high_inequality,lower_income_pct,middle_income_pct,upper_income_pct,college_grad_pct,postgrad_pct,high_school_or_less_pct,manufacturing_pct,government_workers_pct,self_employed_pct,work_from_home_pct,owner_occupied_pct,renter_occupied_pct,vacant_housing_pct,housing_cost_burdened_pct,uninsured_pct,disability_pct,veteran_pct,veteran_poverty_pct,female_veteran_pct,foreign_born_pct,non_citizen_pct,limited_english_pct,no_internet_pct,no_computer_pct,broadband_pct,working_class_index,college_town_index,military_community_index,diversity_index,economic_anxiety_index,margin_2004,margin_2006,margin_2008,margin_2010,margin_2012,margin_2014,margin_2016,margin_2018,margin_2020,margin_2022,margin_2024,pvi_score,avg_dem_pct,avg_rep_pct
809593,36.5,35.4,37.5,10639,5318,5238,15723,27939,28969,13189,8363,11434,14801,10089,6155,3929,410783,25528,10007,5311,5145,15281,27688,809593,502855,68236,45038,28580,1289,37355,126240,809593,118479,85384,5192,1269,12302,221,478014,66640,118479,70845,31584764700,40098,0.4734,17903,10160,9557,10558,12901,12819,12235,12993,11947,24777,32200,41189,33218,21979,25821,29485,796454,110126,686328,2849,39422,319742,535477,9888,968,6692,117487,21709,39801,78215,48268,116396,42387,12478,6924,778850,204200,34169,178185,630644,412762,411650,390609,21041,1112,217882,390609,6712,28911,42439,9826,44200,26731,7577,24458,43654,87816,33850,20953,208422,11551,9780,348733,319742,28991,200137,119605,231900,1112,28.2,7668,4860,5608,11269,1981,3524,3823,802409,1972,6332,9521,12992,11129,1925,5760,8284,9602,9192,802409,407,230,10197,10167,38095,17692,319742,809593,726743,2108,6939,27702,46101,809593,735790,73803,757167,642412,80363,1515,154,757167,121705,18190,2508,32834,2716,607027,42169,564858,37903,4266,7880,2774,6400,13250,0,103,305,42169,185843,3333,482639,319742,292961,292638,19207,319742,307329,12413,384693,294633,35458,1122,4547,43462,341231,5380,5151,3650,14809,62.11,8.43,14.63,3.53,5.56,59.04,40.96,15.85,58.21,13.83,5.11,65.45,12.33,1,7.54,12.13,13.65,21.74,11.54,27.84,10.86,2.8,2.37,1.18,57.39,34.3,8.31,14.69,9.56,99.11,6.95,0.72,10.12,9.12,5.69,2.73,6.01,3.88,91.52,14.96,20.67,8.05,23.76,11.13,22.65,32.77,32.34,76.8,31.43,100.0,100.0,18.6,31.02,26.48,25.9,-17.7,32.1,67.9
804459,39.8,38.6,41.0,10532,5269,5475,15139,24702,25405,16795,9798,13552,19337,14092,9122,5279,402980,22923,9447,5173,4980,13752,23456,804459,512562,24532,132298,7542,1236,15034,111255,804459,49737,40338,1506,697,1881,59,500433,24134,49737,55652,22993798000,29843,0.4563,19257,16019,14507,15886,17526,14779,14704,14037,13589,24402,31963,38165,27120,16469,17021,13625,777918,138995,638923,4505,53793,309069,547951,5905,1844,12308,168337,36549,41677,78606,48534,74457,27098,4357,3335,776473,184031,29045,109247,639524,345145,344477,326690,17787,668,294379,326690,14465,24739,37741,5663,37881,20223,3670,14506,22086,77335,30482,15721,169492,7496,11686,372314,309069,63245,221223,87846,160000,839,27.8,5927,4336,5190,9833,1982,3677,3072,785961,2968,7858,11109,14075,11056,2683,7254,8388,10438,9178,785961,319,274,17190,15970,39276,17662,309069,804459,780677,499,4143,8492,10648,804459,785319,19140,756921,715568,24756,407,46,756921,131567,4175,639,6183,896,617050,50195,566855,45578,4617,7599,2962,6646,19467,1,24,269,50195,167282,2570,462516,309069,257816,257273,41675,309069,285050,24019,321495,253560,32217,504,5945,25119,296376,15356,7068,5970,11701,63.72,3.05,6.18,0.94,16.45,62.21,37.79,14.66,58.89,17.87,5.16,53.97,17.4,1,10.34,11.75,9.23,13.59,6.35,38.47,11.55,2.17,3.39,1.85,59.42,23.59,16.99,11.43,10.82,97.7,8.13,0.54,9.2,2.38,1.32,0.64,13.48,7.77,83.24,19.26,15.77,7.74,19.74,12.35,-31.78,-45.48,-40.94,-13.04,19.0,45.43,47.41,34.92,53.04,49.06,52.74,-17.7,32.1,67.9
797981,35.6,34.8,36.5,13803,7390,8101,18129,28509,28403,13547,8975,10753,14676,9784,6277,4768,389823,25411,13182,6868,5240,15769,24234,797981,525186,39492,42890,12999,3570,53489,120355,797981,168894,141440,3059,983,11327,75,483866,38057,168894,59242,23374615700,30398,0.4564,20644,14915,12971,12421,14640,14147,12719,13121,12382,24276,31757,39395,26726,17328,17994,15134,764827,137182,627645,3633,46713,300570,512197,11856,2299,11306,146485,29787,39365,67672,40554,75774,27881,4894,5081,769148,207763,41253,113630,623006,377052,373165,353841,19324,3887,245954,353841,22657,30600,33176,7375,43883,22410,4134,15662,26112,78742,31491,17512,194840,7139,10450,353681,300570,53111,193996,106574,160900,917,28.7,6027,3474,4843,9941,1974,3891,3420,775395,1753,7475,10051,12709,12848,1879,6104,7710,9006,9923,775395,298,324,12684,11316,36254,17430,300570,797981,719193,1407,7677,21847,47857,797981,728277,69704,747434,616857,110365,534,0,747434,116098,22400,3866,25854,3219,596809,40005,556804,36036,3969,7700,3480,5929,12527,51,34,408,40005,192653,2942,475035,300570,263716,263169,27983,300570,283609,16961,351482,272147,41386,1224,7808,22589,328893,10951,7116,4645,13018,65.81,4.95,21.17,1.63,5.37,60.64,39.36,17.7,56.48,17.94,5.18,60.52,15.54,1,9.47,11.96,9.67,14.79,7.39,36.73,9.38,1.89,2.77,2.22,54.85,30.13,15.02,12.52,10.25,97.17,6.7,1.02,9.92,8.74,6.0,3.51,9.31,5.64,87.56,17.61,17.91,7.77,23.0,12.28,82.21,34.92,46.15,55.98,55.33,57.24,56.58,47.74,56.98,49.08,0.0,-17.7,32.1,67.9
804349,36.5,35.2,37.7,13892,7130,7456,20920,28442,27735,14056,8036,12174,15648,10599,6924,4262,403902,22041,12039,7124,7506,16970,26309,804349,549252,57949,41717,20894,1067,20732,112738,804349,86927,62747,6897,1305,5324,277,527932,55262,86927,67010,27419491900,35458,0.4472,17036,11704,10604,11313,13147,13255,11785,13420,11310,25035,32721,42215,31823,21966,23365,20101,773377,113771,659606,2924,41093,310800,527599,6707,1061,9129,139899,26689,43670,79164,42205,93311,38958,7405,7335,778836,205048,46643,147009,642856,397773,383554,363430,20124,14219,245083,363430,12236,25328,29079,6988,44087,20425,4099,18821,32215,89503,33444,18172,190101,9300,10456,348051,310800,37251,201159,109641,197900,1044,27.8,6198,4203,4801,9686,1982,2981,3086,776639,1715,5965,7908,10148,9444,2085,5260,6690,7699,7449,776639,273,201,13219,12642,38426,16016,310800,804349,751182,2500,11441,19326,19900,804349,765123,39226,759489,692251,41329,1279,212,759489,128651,5905,869,16884,3209,606579,59058,547521,52432,6626,12203,8254,8918,15688,0,0,335,59058,191100,4390,478406,310800,279235,278907,23763,310800,296685,14115,371076,285509,35962,1085,8042,34810,336266,10863,6541,4077,12142,68.29,7.2,10.81,2.6,5.19,65.63,34.37,18.37,57.61,14.71,5.25,61.88,13.22,0,7.93,12.43,12.09,17.69,10.18,32.85,8.0,2.34,2.63,2.17,57.8,31.5,10.7,12.37,8.29,96.55,9.74,0.57,11.22,4.88,2.47,0.89,7.65,4.54,89.74,15.43,19.45,9.7,18.83,10.99,77.77,29.22,36.81,100.0,40.29,46.14,43.55,30.06,39.01,33.5,36.98,-17.7,32.1,67.9
812252,37.0,36.2,38.0,9899,5103,5222,14641,27945,27903,14382,8818,11370,16634,10829,5948,4659,415674,24621,9801,4841,4872,16621,29000,812252,536754,89984,30561,26358,558,23996,104041,812252,86767,59727,3351,1288,10129,140,512415,88343,86767,74730,33579978600,42186,0.4762,16779,10582,9187,11727,11937,11799,10478,12302,12237,22873,31776,43177,31794,22519,28459,34582,793867,98997,694870,3375,38767,322208,545581,6238,751,5664,108910,21976,41755,79533,43049,133000,51806,14788,8866,782375,203816,37019,208460,639861,411410,408567,391150,17417,2843,228451,391150,10448,25064,25318,8613,44740,21254,6838,27640,45096,91450,35416,20314,204193,11226,10794,352348,322208,30140,211322,110886,245200,1140,29.3,7258,5510,5544,11689,1985,2502,2443,800464,1992,5631,8036,9968,8773,1779,5848,6179,8440,7416,800464,227,75,11087,10097,37162,15354,322208,812252,748071,817,9022,26107,28235,812252,757910,54342,761466,680260,49027,1792,34,761466,129865,8807,1297,21390,2413,613738,49502,564236,43730,5772,10629,4865,7732,14861,0,23,431,49502,183609,3577,484861,322208,296705,296414,18885,322208,310104,12104,388202,301297,30656,914,5765,44393,343809,8370,5594,3910,13356,66.08,11.08,10.68,3.25,3.76,63.09,36.91,15.75,58.89,12.47,4.26,64.3,12.03,1,7.41,12.04,14.45,24.38,13.83,25.13,6.47,2.73,2.62,1.49,59.98,31.47,8.55,14.2,8.0,98.55,8.07,0.87,11.66,6.69,3.48,1.33,5.86,3.76,91.99,12.35,21.93,9.15,20.73,10.35,32.12,23.08,31.78,27.98,21.44,23.78,20.28,-1.4,4.12,21.6,21.38,-17.7,32.1,67.9
707875,38.7,38.3,39.2,7690,3546,3250,13693,27924,32445,11918,7107,9448,15998,9893,4854,4916,351276,16150,7301,3268,4426,14563,28401,707875,478835,16719,5724,70050,2579,42087,91881,707875,112169,80698,3440,1800,9039,730,456832,15757,112169,98323,39521522800,56010,0.459,11723,8091,6668,7253,7455,7963,8216,7970,8934,15599,24360,38354,32858,22262,38519,53895,699161,66852,632309,2079,36884,300120,515183,7540,465,4105,72269,16376,32707,70481,41600,143427,68646,17145,17097,688486,152448,32903,246315,589594,396849,395891,376682,19209,958,192745,376682,5019,21139,59733,8437,42523,15500,6608,22264,55328,80286,32293,14591,201847,12155,9250,327440,300120,27320,168678,131442,573700,1725,29.4,8720,4953,5745,11969,1986,1855,3548,702729,533,1139,3589,6393,5139,302,1485,2347,3687,3218,702729,77,161,7297,8123,25019,12663,300120,707875,589384,1799,9280,52687,54725,707875,600463,107412,674323,532144,66892,2859,56,674323,76370,11750,1953,40552,2834,571962,35353,536609,31959,3394,7122,1855,5273,11367,20,11,386,35353,175449,2912,459142,300120,284054,283666,9673,300120,293702,6418,370320,212953,27060,14611,15542,90546,279774,11862,4989,4192,25471,67.64,2.36,15.85,9.9,0.81,64.54,35.46,16.11,56.94,9.56,4.85,67.31,12.29,1,5.82,11.06,20.84,27.84,19.97,18.67,15.86,3.06,2.33,4.2,51.51,40.14,8.34,18.61,3.96,99.27,6.18,1.09,9.6,15.17,7.73,2.03,3.22,2.14,94.52,13.69,23.06,8.04,22.69,10.96,-19.36,-29.12,-71.5,-12.81,-26.56,-22.84,-22.65,-31.59,-29.38,-35.99,-40.53,5.83,55.62,44.38
708237,42.8,41.7,44.0,7654,3662,3753,12279,21492,23318,14447,9704,14874,22554,14423,8540,7581,351824,17938,6965,3295,3058,11067,19118,708237,560862,4744,12411,5991,1300,36772,86157,708237,109824,91796,2081,420,3733,438,534738,4600,109824,67259,25507182100,36495,0.4595,14269,11652,12038,11383,11720,11232,11656,12023,11560,20851,28684,39307,27507,19437,20778,20633,691326,95718,595608,4781,57800,284730,508521,7806,916,7959,119582,30819,46859,85322,49300,79020,31756,8472,4921,687753,146532,23838,124169,578277,317624,316529,298130,18399,1095,260653,298130,16852,20194,25789,5647,39529,16138,4253,12662,25034,72756,27453,14388,155054,10439,10425,316485,284730,31755,196865,87865,366400,1134,30.7,8864,5820,7071,15286,1980,3580,2975,695006,486,2209,3532,6122,5106,670,2145,2243,3985,3556,695006,92,153,14583,11825,30802,14472,284730,708237,661759,509,5385,17445,23139,708237,667653,40584,671816,598583,61442,937,9,671816,95947,12010,1687,10398,1239,559159,52298,506861,48179,4119,7670,2707,6291,19756,0,75,360,52298,136786,2772,395723,284730,253360,252637,21690,284730,270567,14163,291995,214716,28524,1047,9685,32333,259662,7494,4828,4067,11083,79.19,0.67,15.51,0.85,1.75,75.5,24.5,13.04,59.71,13.85,5.81,54.93,20.3,1,8.62,12.54,12.48,15.54,8.88,31.11,8.65,3.29,3.28,3.32,62.2,27.76,10.03,18.82,4.32,98.13,9.35,0.69,7.88,5.73,3.27,2.04,7.62,4.97,88.73,15.38,15.82,8.6,14.38,13.97,46.0,36.45,43.75,48.04,39.51,44.74,43.68,16.89,22.94,35.14,31.09,5.83,55.62,44.38
699535,39.1,38.4,39.8,8021,4045,3859,11431,25655,30859,12361,7247,9577,14104,7557,4321,3894,350884,16913,7218,3476,3025,11697,25839,699535,468965,38099,7164,51480,4722,34640,94465,699535,103777,78973,2919,3385,7090,320,449049,36549,103777,89326,32811212900,47785,0.4496,12336,9290,7874,7371,7888,7425,7703,9532,8864,16884,24114,36240,30106,22415,31240,42187,689428,83347,606081,2911,45921,281469,510641,10251,938,4571,80947,19941,35415,73966,43068,132303,57532,13793,8062,679551,147742,30297,211690,579466,397886,397556,375145,22411,330,181580,375145,6669,23093,35288,8838,41269,23177,8174,19370,52695,87260,34409,19389,194047,16531,10484,299083,281469,17614,169993,111476,530400,1647,32.7,9600,5659,7708,14286,1973,1941,4010,695039,304,1687,3505,5958,6410,519,1355,2224,4151,4235,695039,258,184,8727,9020,29435,15228,281469,699535,593734,1077,10335,51607,42782,699535,605146,94389,665323,530783,63252,2483,120,665323,78142,9910,2488,30319,3483,563083,28717,534366,25710,3007,4383,1665,4312,9513,41,0,358,28717,165479,2069,459011,281469,264307,263850,11594,281469,272710,8759,366553,209339,31100,16842,10046,85938,280615,13039,4806,4911,20969,67.04,5.45,14.84,7.36,1.02,64.19,35.81,14.91,56.85,12.09,5.64,68.66,16.31,0,6.4,11.04,18.0,25.91,15.55,21.76,9.41,4.15,2.63,2.74,56.84,37.27,5.89,21.91,4.37,99.36,5.1,1.25,10.47,13.49,6.12,1.86,4.12,3.11,93.74,12.21,21.65,6.85,22.32,13.45,-47.19,-50.02,-53.7,-45.47,-54.7,-52.72,-71.84,-52.78,-49.52,-43.63,-42.49,5.83,55.62,44.38
710014,42.3,41.0,43.7,12235,6175,6297,18012,22303,21815,13773,9506,13919,23235,13937,8593,7155,359412,14055,12200,6828,7498,15485,20803,710014,579695,6661,9326,18940,1204,21324,72864,710014,67017,48512,2761,1165,4442,168,562068,5893,67017,68838,27626597300,39319,0.4661,17417,12312,12381,12131,11212,11347,10858,13049,11354,21822,27503,40222,31120,21618,22026,24006,691708,109671,582037,4102,56792,300378,502901,4985,508,5453,96228,23968,45733,86366,50607,95503,46364,11038,11891,693682,160595,50982,164796,602307,343426,342897,320973,21924,529,258881,320973,9442,20196,29089,6134,37636,12818,4029,15291,33457,90193,32750,15205,165011,10987,10796,329028,300378,28650,190728,109650,412900,1298,33.0,8360,5948,7108,14401,1978,2169,2465,705463,453,1685,4256,5264,4917,434,1295,2729,2569,2795,705463,43,153,12958,11851,31342,13961,300378,710014,661661,762,7666,19886,20039,710014,670089,39925,680962,623912,32480,2190,74,680962,83070,5716,824,13677,1660,587102,50653,536449,46084,4569,6442,2886,5587,19604,0,71,477,50653,170292,2181,422972,300378,275599,274968,15910,300378,289069,11309,314334,210501,27972,4067,13653,47479,266855,7704,5466,5861,15036,81.65,0.94,9.44,2.67,1.31,79.16,20.84,18.0,60.05,15.86,6.39,57.02,18.91,1,9.22,12.61,13.91,18.99,13.78,24.89,9.06,3.2,3.14,4.34,57.97,33.33,8.71,18.78,3.74,99.36,8.63,0.94,9.02,5.62,2.82,0.96,5.3,3.76,91.54,13.86,19.42,7.82,12.3,14.36,-23.4,-24.64,-82.34,-10.91,-20.08,-20.98,-15.81,-15.1,-5.32,-7.47,-7.77,5.83,55.62,44.38
714831,41.6,40.7,42.6,7244,3237,3647,11460,22209,23562,13003,8684,13604,18575,12352,6560,5952,360860,17510,6791,3651,2900,11200,21800,714831,582647,7185,5060,20777,1268,24245,73649,714831,75197,56047,2249,1013,4418,370,563927,6651,75197,93030,35513976500,50416,0.4636,11029,6321,6310,7918,7039,8291,7445,8737,8254,17389,23792,38157,31435,25025,32063,42621,706861,65867,640994,3103,35347,281826,515948,4711,493,4100,90536,22726,42010,79959,48945,128516,50969,13618,8142,692920,146576,24678,201245,583916,367882,367554,350711,16843,328,216034,350711,7390,30389,33055,8914,43013,15757,4683,22002,43144,83225,26841,16766,185409,11217,10411,304770,281826,22944,193626,88200,566000,1660,31.1,10461,6192,8443,15352,1986,2533,3325,710524,519,2188,3476,5301,4050,526,1634,2042,3323,3092,710524,216,25,10453,8837,26977,13258,281826,714831,657586,636,7787,25864,22958,714831,666009,48822,678473,608486,41471,1600,31,678473,98440,7622,1043,12783,1491,565750,40311,525439,36932,3379,6365,2267,5169,14617,15,63,356,40311,142100,2891,423312,281826,262345,262038,12827,281826,273546,8280,343354,230378,24913,3922,8020,68971,274383,9203,5223,3864,9849,81.51,1.01,10.52,2.91,0.71,78.89,21.11,13.17,59.01,9.32,4.58,63.0,12.54,1,5.4,11.1,18.35,24.91,14.1,22.87,9.43,3.05,2.83,2.34,63.53,28.94,7.53,20.89,3.68,99.4,7.13,0.88,8.38,6.83,3.21,1.28,4.55,2.94,92.98,12.25,20.51,7.64,12.86,11.43,-8.53,-11.22,-15.92,-5.29,-11.59,-14.45,-10.47,-13.2,-6.74,2.08,-2.73,5.83,55.62,44.38
713801,38.5,37.4,39.5,9072,4766,5033,14511,25403,26749,12288,8048,10228,15057,10427,5504,5744,358838,18803,9169,4125,4242,14469,23238,713801,501582,9045,8182,24869,6054,60079,103990,713801,156614,132129,2713,1184,8143,523,469370,8436,156614,87618,30695859500,43665,0.4428,10501,7984,6499,7749,7920,7553,8516,8887,7456,17583,25517,35331,30078,23952,29215,35158,694722,76925,617797,2877,42975,269899,491588,8512,1394,5290,86053,23232,40649,76214,43997,111284,43857,10079,7251,691378,161763,31175,172471,576452,363687,363035,344821,18214,652,212765,344821,11266,26182,38744,7894,40992,13730,4231,19466,38596,78387,27585,15315,184225,10813,9939,281186,269899,11287,168093,101806,475300,1569,31.8,8366,5848,6177,12067,1986,2212,4675,702172,711,1995,4291,7311,5145,537,2290,2638,3200,3788,702172,142,203,9179,9965,30468,13986,269899,713801,615707,2103,8756,40077,47158,713801,626566,87235,675639,536341,99739,1961,18,675639,89709,17372,4046,25999,2909,556323,38968,517355,34975,3993,6780,2484,5703,11992,36,3,460,38968,165465,3220,432367,269899,251035,250592,12069,269899,260734,9165,338943,227747,31644,4304,9761,59204,279739,13719,5108,3095,13389,70.27,1.27,21.94,3.48,1.15,65.76,34.24,15.97,58.05,11.07,5.02,63.09,15.92,0,5.7,10.99,16.59,22.64,12.45,23.96,11.24,2.97,2.73,2.88,59.78,36.21,4.01,19.31,4.54,98.37,7.0,1.18,10.25,12.22,6.61,3.17,4.47,3.4,92.85,13.39,20.64,7.87,21.42,12.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.45,-6.85,5.83,55.62,44.38
767357,43.8,42.5,45.2,8219,3746,3893,14108,21149,22023,16818,10973,13899,19691,11884,7876,6607,387821,17073,7664,3519,3390,13915,19982,767357,617119,28404,1182,46694,69,22463,51426,767357,51089,12023,16630,1825,7142,597,606991,27504,51089,113911,44130065000,58380,0.4462,8553,4785,4743,6321,6063,5711,7346,7129,7210,15283,24210,32110,30012,27220,40121,67601,757273,44801,712472,2136,21668,294418,554336,6231,328,3667,136547,13240,30276,51291,45266,148367,75249,14585,10792,746547,166536,27819,248993,632857,420253,419782,401812,17970,471,212604,401812,1761,27336,52557,10831,42970,17606,7603,31092,57523,98851,25013,16847,211305,13557,10277,303867,294418,9449,228305,66113,440500,1592,29.1,9541,5880,6821,13660,1976,1405,1912,760238,334,1630,1884,3811,3589,439,2004,1772,2815,2192,760238,31,56,8415,8115,26482,13646,294418,767357,674832,3807,5369,54837,28512,767357,684008,83349,731684,629197,30673,1577,739,731684,102220,5072,560,27467,3095,612319,32695,579624,30467,2228,3745,1726,3330,12483,9,3,290,32695,143325,1428,455943,294418,279286,279044,11590,294418,285536,8882,395087,275118,24877,7627,4832,77808,317279,25688,9988,4934,8911,80.42,3.7,6.66,6.09,0.15,79.1,20.9,12.98,58.77,5.92,4.28,66.41,7.36,0,3.97,9.33,21.5,26.76,18.15,28.15,13.08,3.23,2.45,1.22,75.13,21.76,3.11,15.73,2.69,99.07,5.34,0.89,6.81,10.86,3.72,0.77,3.94,3.02,94.78,14.87,21.61,5.93,13.86,8.17,-72.89,-99.99,-81.52,-100.0,-69.9,-65.68,-64.4,2.52,13.12,9.74,12.8,-0.44,49.36,50.64
746424,36.3,35.1,37.5,10636,3927,3902,13184,27729,31879,12304,6985,9837,13280,8157,4630,3788,385538,24484,10100,4710,4082,12841,28315,746424,289904,184202,4892,73715,406,113242,80063,746424,193434,10973,110632,2455,14978,1051,267710,174556,193434,60334,25397815400,33907,0.4903,22982,17936,12983,13879,11439,14931,10711,10624,12065,21260,28073,35098,26265,16983,20883,23001,730505,161716,568789,4293,86978,299113,508734,17553,2476,8336,146967,24510,29649,48903,36543,85279,40772,10479,6559,717304,177401,32359,143089,590318,365306,365125,335622,29503,181,225012,335622,1043,17555,25168,6655,34983,24370,4924,19053,38244,101753,27845,16168,167013,16566,12300,321398,299113,22285,168969,130144,233500,1340,31.9,6260,4260,6033,15807,1954,3057,4531,739818,1439,3069,4961,8852,8641,1535,3600,3439,5270,5378,739818,89,247,9474,14317,58973,18464,299113,746424,552742,35053,8726,78468,71435,746424,596521,149903,697732,448774,127543,2749,7186,697732,83829,18427,3476,73997,12355,571935,21698,550237,18866,2832,3730,766,3082,6959,0,52,352,21698,183302,903,462156,299113,266065,265837,24780,299113,280620,18493,324723,172227,35766,43280,15919,46197,278526,25505,10099,23436,47205,38.84,24.68,25.91,9.88,0.66,35.87,64.13,16.0,58.93,22.14,8.08,61.88,29.08,1,10.61,11.31,11.67,16.76,11.36,37.16,7.5,4.53,3.37,4.9,52.57,40.49,6.93,19.15,6.24,99.11,3.79,1.62,13.05,20.08,9.57,3.14,8.28,6.18,88.88,17.33,17.93,6.69,38.72,18.56,-76.08,-79.33,-77.86,-78.6,-79.91,-75.4,-80.36,-58.04,-45.08,-51.3,-42.92,-0.44,49.36,50.64
762762,34.3,33.2,35.3,12178,6478,5666,16684,37602,38225,11529,6695,9708,11467,8518,4440,3605,408171,19890,14165,6041,5362,20525,42561,762762,247525,396925,2403,47270,209,19080,49350,762762,47592,10334,15449,1757,4793,234,239369,390642,47592,64484,33703418200,44520,0.5292,31787,20646,14419,14992,12833,14791,11546,11990,11372,20175,32616,39703,30842,20631,25570,36022,735049,151630,583419,5886,82345,349935,532083,8003,596,7429,115359,18224,25716,61932,31903,120937,71443,22898,16474,737143,187043,52373,231752,632911,413088,412435,379476,32959,653,219823,379476,945,9987,20665,5093,31353,19758,8202,27008,56583,131208,31670,17132,176920,27859,10779,393536,349935,43601,166818,183117,263400,1437,30.6,6338,4090,5051,13813,1943,1373,2532,757487,650,2688,3527,6877,4008,798,1931,2929,5526,3027,757487,253,160,8421,12415,62133,15401,349935,762762,675700,3471,7247,37922,38422,762762,686418,76344,720811,622048,29806,5695,3042,720811,89618,3356,773,35948,3981,618529,22347,596182,19943,2404,4589,519,1989,7165,26,15,377,22347,248189,1987,506763,349935,314074,313698,26368,349935,331644,18291,370732,145492,18066,71283,34640,83701,287031,23260,8971,33806,77830,32.45,52.04,6.24,6.2,0.32,31.38,68.62,21.93,59.79,20.63,7.99,65.27,23.53,1,12.41,12.13,14.82,22.73,20.83,26.61,5.45,6.74,2.61,9.34,42.39,46.53,11.08,17.56,4.22,99.31,3.61,1.69,10.76,10.01,5.04,0.57,7.54,5.23,89.64,13.89,22.85,7.94,37.43,16.65,20.16,11.56,-2.5,11.44,13.85,21.26,100.0,-86.76,-82.06,-95.14,-100.0,-0.44,49.36,50.64
