total_population,median_age,median_age_male,median_age_female,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,male_55_59,male_60_61,male_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85_plus,female_18_19,female_20,female_21,female_22_24,female_25_29,race_total_pop,white_alone,black_alone,native_american_alone,asian_alone,pacific_islander_alone,other_race_alone,two_or_more_races,hispanic_total_base,hispanic_latino_total,mexican,puerto_rican,cuban,central_american,south_american,white_non_hispanic,black_non_hispanic,hispanic_any_race,median_household_income,aggregate_household_income,per_capita_income,gini_index,income_under_10k,income_10k_15k,income_15k_20k,income_20k_25k,income_25k_30k,income_30k_35k,income_35k_40k,income_40k_45k,income_45k_50k,income_50k_60k,income_60k_75k,income_75k_100k,income_100k_125k,income_125k_150k,income_150k_200k,income_over_200k,poverty_base_pop,population_below_poverty,female_below_poverty,male_below_poverty,households_with_snap,snap_base_households,education_base_pop,no_schooling,grade_8_or_less,some_high_school,high_school_diploma,ged_alternative,some_college_less_1yr,some_college_more_1yr,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree,school_enrollment_base,enrolled_in_school,enrolled_college_grad,bachelors_plus_by_sex_base,employment_base_pop,in_labor_force,civilian_labor_force,employed_civilian,unemployed,armed_forces,not_in_labor_force,industry_base,agriculture_forestry_fishing,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing,information,finance_insurance_real_estate,professional_scientific,educational_health_social,arts_entertainment_recreation,public_administration,private_wage_workers,government_workers,self_employed,total_housing_units,occupied_units,vacant_units,owner_occupied,renter_occupied,median_home_value,median_gross_rent,median_rent_as_pct_income,mortgage_30_35pct_income,mortgage_35_40pct_income,mortgage_40_50pct_income,mortgage_over_50pct_income,median_year_structure_built,owner_overcrowded,renter_overcrowded,health_insurance_base,male_19_25_no_insurance,male_26_34_no_insurance,male_35_44_no_insurance,male_45_54_no_insurance,male_55_64_no_insurance,female_19_25_no_insurance,female_26_34_no_insurance,female_35_44_no_insurance,female_45_54_no_insurance,female_55_64_no_insurance,disability_base,male_under_18_disability,female_under_18_disability,male_65_74_disability,female_65_74_disability,female_householder_no_spouse,male_householder_no_spouse,household_type_base,citizenship_base,born_in_us,born_in_us_territory,born_abroad_us_parent,naturalized_citizen,not_a_citizen,place_of_birth_base,born_in_us_state,foreign_born,language_base,speaks_english_only,speaks_spanish,speaks_other_indo_european,speaks_asian_pacific,english_proficiency_base,speaks_english_very_well,speaks_english_not_well,speaks_english_not_at_all,entered_2010_or_later,entered_2000_2009,veteran_base_18plus,veterans_total,nonveterans,male_veterans,female_veterans,gulf_war_2001_later,gulf_war_2001_later_also_gulf90,gulf_war_1990_2001,vietnam_war_veterans,korean_war_veterans,wwii_veterans,veterans_below_poverty,veteran_poverty_base,veterans_18_64_employed,veterans_18_64_unemployed,veterans_employment_base,internet_base,has_internet_subscription,has_broadband,no_internet_access,computer_base,has_computer,no_computer,commute_base,drives_alone,carpools,public_transport,works_from_home,walks_to_work,commute_time_base,commute_60_89min,commute_90min_plus,owner_no_vehicle,renter_no_vehicle,white_pct,black_pct,hispanic_pct,asian_pct,native_american_pct,white_non_hispanic_pct,minority_pct,youth_18_29_pct,senior_65plus_pct,poverty_rate_pct,unemployment_rate_pct,labor_force_participation_pct,snap_households_pct,high_inequality,lower_income_pct,middle_income_pct,upper_income_pct,college_grad_pct,postgrad_pct,high_school_or_less_pct,manufacturing_pct,government_workers_pct,self_employed_pct,work_from_home_pct,owner_occupied_pct,renter_occupied_pct,vacant_housing_pct,housing_cost_burdened_pct,uninsured_pct,disability_pct,veteran_pct,veteran_poverty_pct,female_veteran_pct,foreign_born_pct,non_citizen_pct,limited_english_pct,no_internet_pct,no_computer_pct,broadband_pct,working_class_index,college_town_index,military_community_index,diversity_index,economic_anxiety_index,margin_2004,margin_2006,margin_2008,margin_2010,margin_2012,margin_2014,margin_2016,margin_2018,margin_2020,margin_2022,margin_2024,pvi_score,avg_dem_pct,avg_rep_pct
815927,31.2,31.1,31.3,14934,7442,7766,20980,35120,36301,10077,5633,6765,9378,5645,3297,2068,402495,26511,14714,6659,6679,20032,36655,815927,239033,88056,24826,19983,1564,153490,288975,815927,515441,463996,5655,4049,19488,172,156027,84278,515441,68202,23469863800,29529,0.4427,16588,9976,8395,7723,8678,11028,9758,11524,11663,21150,28626,36412,29706,16145,20097,18302,797095,150350,646745,3638,49167,265771,498129,21102,3022,10235,116050,23775,32680,65021,33496,62861,27937,6498,4223,785913,219836,41272,101519,623944,416461,416016,392330,23686,445,207483,392330,2411,45385,29713,8031,45877,29974,4789,29040,50621,74262,39035,19253,216207,10100,7955,283945,265771,18174,135493,130278,344000,1464,31.7,6036,4125,4807,10208,1981,7491,9983,806860,3658,11646,16098,17609,16930,3545,11085,12323,12026,14865,806860,224,340,6728,7153,51790,23975,265771,815927,600137,2020,9938,65550,138282,815927,612095,203832,762656,366143,358870,1770,590,762656,80988,67892,6343,56088,4248,596890,22815,574075,20171,2644,6281,1822,3585,5855,0,0,153,22815,238991,2813,526135,265771,232914,232603,25608,265771,252975,12796,385095,247925,55481,10304,5895,52777,332318,18412,5553,4614,17762,29.3,10.79,63.17,2.45,3.04,19.12,80.88,20.96,55.08,18.86,5.69,66.75,18.5,0,6.29,10.56,10.33,12.62,7.76,32.31,7.57,2.43,1.91,1.53,47.72,45.88,6.4,18.58,14.85,98.89,3.82,0.67,11.59,24.98,16.95,9.73,9.64,4.81,87.52,14.61,17.99,8.14,49.88,14.77,80.1,21.04,12.01,11.1,-21.22,-11.49,-98.41,-27.74,-29.14,-53.96,-44.36,-1.77,48.03,51.97
804739,35.3,34.2,36.5,12877,7320,6793,23262,41411,34751,12010,7505,10813,14222,10575,6762,5625,396667,20047,11995,5906,7414,21152,34103,804739,492547,42547,18467,46714,2799,61724,139941,804739,213474,175092,6538,2428,8235,464,444234,40503,213474,82587,34566180100,43750,0.4332,15598,7346,7896,8571,9249,9043,10808,10930,11671,22142,35114,46251,38003,27021,31545,35154,789791,94692,695099,2639,24907,326342,548097,9908,1345,4212,92963,19060,41230,86079,50078,133831,59254,10434,11151,778383,195146,56257,214670,662074,452535,451893,430915,20978,642,209539,430915,1693,30301,41143,9205,51143,22769,8091,42205,58427,91388,41415,18363,236550,10136,10099,358588,326342,32246,182406,143936,417400,1706,31.3,6772,4880,5176,11481,1986,2346,7239,800625,1793,5318,7759,11820,8278,1656,4672,6979,6496,5770,800625,52,123,7218,7969,38226,19224,326342,804739,686328,1146,10599,46594,60072,804739,698073,106666,761028,590967,114860,2342,16,761028,90441,17283,2150,41337,3281,644174,40618,603556,36255,4363,9146,2148,6224,11650,0,34,556,40618,238543,4443,520673,326342,305769,305214,13725,326342,317857,8485,424285,271994,40310,6099,7745,86016,338269,9132,3713,4187,14132,61.21,5.29,26.53,5.8,2.29,55.2,44.8,21.4,56.4,11.99,4.64,68.35,7.63,0,6.05,12.86,16.37,24.42,14.75,22.25,9.55,2.24,2.23,1.83,50.87,40.14,8.99,15.52,7.56,99.49,6.31,1.37,10.74,13.25,7.46,2.55,4.21,2.6,93.53,12.31,23.48,8.33,26.88,9.8,-44.46,-48.6,-50.86,-39.41,38.46,44.17,42.9,37.66,39.51,-12.21,-7.29,-1.77,48.03,51.97
840221,38.9,37.8,39.8,11737,5126,5418,14252,22866,26327,13232,7741,12057,16557,13809,7586,5461,422037,23206,8506,4321,4323,12858,22094,840221,595184,29121,8996,49432,1016,41056,115416,840221,155453,119622,6855,2020,6407,581,554545,27957,155453,109252,41288458200,49753,0.4185,9297,3918,3995,5350,6335,6362,6855,7685,7814,14861,23446,40152,35932,28877,42424,56907,835897,52329,783568,2609,14537,300210,563431,6059,820,3602,97712,17895,43952,85859,57926,145189,63927,11667,9222,813925,219800,36932,230005,656550,430027,429558,413329,16229,469,226523,413329,2494,27302,43101,9001,45989,22266,7663,44499,53272,89871,35057,17205,224715,10090,11909,326945,300210,26735,236410,63800,498900,2032,29.3,10652,6093,7489,14547,2003,3117,2044,838779,1647,5742,4309,6038,5565,1474,5103,2799,4304,4705,838779,95,190,8393,8692,28566,15021,300210,840221,745675,1407,10331,48713,34095,840221,757413,82808,792910,674392,65319,1954,129,792910,145150,8195,1379,26795,2576,629503,48185,581318,43597,4588,8197,4079,8898,14609,0,0,562,48185,164099,2953,491368,300210,286480,286162,8256,300210,295466,4744,407635,261488,34115,1007,4442,97866,309769,16610,5445,4011,4564,70.84,3.47,18.5,5.88,1.07,66.0,34.0,13.27,58.16,6.26,3.78,65.5,4.84,0,3.44,9.34,19.54,25.77,15.05,21.59,10.43,2.35,2.77,1.09,72.31,19.51,8.18,16.4,4.97,99.83,7.65,1.17,9.52,9.86,4.06,1.21,2.75,1.58,95.32,11.68,22.1,7.93,20.2,7.77,21.31,-3.97,-9.59,8.77,34.38,39.16,28.2,18.84,17.8,19.34,20.78,-1.77,48.03,51.97
812709,44.4,42.1,47.0,9608,5610,5607,16634,26617,25369,15942,10862,17144,26735,20691,13448,9805,405155,18616,6037,4262,4823,14510,23216,812709,555856,29737,10281,25325,1802,52041,137667,812709,206197,171154,8301,1846,5083,293,501053,28140,206197,77758,36153778800,45149,0.4609,16381,9835,10501,12661,12053,12447,12163,11441,13436,25399,31575,46856,36708,25929,32909,36508,795303,82801,712502,4027,29918,346802,592777,6801,1060,4582,97942,22229,45640,95159,57537,132249,70545,16480,14954,789765,169751,36075,234228,677432,370523,360834,342330,18504,9689,306909,342330,8591,18154,25928,4915,39662,17428,4885,20801,44268,89378,29657,15704,180461,9535,10488,385208,346802,38406,243062,103740,343400,1266,30.4,9667,6047,6796,15453,1990,2207,2194,789939,933,4086,4825,7058,3735,900,3019,4073,3908,2638,789939,235,157,13490,12566,30930,15609,346802,812709,724498,2785,12377,46197,26852,812709,739660,73049,773972,644151,92944,2722,323,773972,98875,9542,957,22108,3617,650179,77345,572834,67696,9649,12660,7810,10130,25119,23,34,860,77345,158626,4470,437278,346802,321110,320610,18459,346802,335993,10809,345229,245968,30428,3043,4333,55243,289986,10564,5478,5134,13593,68.4,3.66,25.37,3.12,1.27,61.65,38.35,14.39,60.84,10.41,5.13,54.7,8.63,1,7.56,12.78,16.25,22.31,17.2,21.42,7.57,2.57,2.83,1.26,63.1,26.93,9.97,15.62,4.45,97.2,11.9,1.11,12.48,8.99,3.3,1.36,5.32,3.12,92.45,11.72,19.65,10.0,22.14,9.77,79.38,74.8,27.87,37.3,27.99,29.72,24.26,10.38,4.34,1.47,2.51,-1.77,48.03,51.97
808224,34.3,33.7,34.8,14591,7920,7424,22436,32067,30593,12576,7936,10586,14506,11570,6754,4498,404210,22861,17337,7969,8720,20732,27647,808224,319998,30893,30784,16380,1265,133623,275281,808224,486324,451350,6429,2058,5543,105,231100,28177,486324,59811,22697069500,28647,0.4472,18745,13460,11454,13980,13997,13537,14064,12640,12353,21860,30131,37349,27368,17242,18469,14746,776588,147697,628891,4597,57014,291395,514316,13310,2315,9084,112620,26716,37380,80346,45939,70067,32202,5976,5757,781943,216156,56038,114002,644164,380435,376940,352232,24708,3495,263729,352232,10330,30465,23733,6383,42185,22708,3975,18489,36422,80352,37776,17274,187691,8859,12272,320296,291395,28901,180951,110444,243600,1123,31.4,6491,5243,6569,13343,1986,6123,5834,785969,2251,8884,10288,11847,9122,2689,8508,9446,8308,7488,785969,420,85,8683,9419,49778,20688,291395,808224,635644,2566,11005,77566,81443,808224,649215,159009,762261,402436,332240,1365,89,762261,77437,49514,6357,46532,4402,617950,41420,576530,36448,4972,9046,3896,5092,12341,5,81,489,41420,222616,3841,498378,291395,259657,259326,23958,291395,275900,15495,348809,246468,40225,4808,7072,41302,307507,12458,5931,6765,16376,39.59,3.82,60.17,2.03,3.81,28.59,71.41,20.64,57.46,19.02,6.55,59.06,19.57,0,8.86,11.05,9.63,13.62,8.54,29.68,6.74,2.33,3.23,2.03,56.49,34.48,9.02,17.49,10.03,97.25,6.7,1.18,12.0,19.67,10.08,7.33,8.22,5.32,88.99,14.26,18.35,8.42,43.07,15.01,-28.39,-25.74,-30.47,-6.0,-81.74,-74.85,-50.48,-85.61,-53.41,-29.08,-26.9,-1.77,48.03,51.97
802956,42.9,41.1,44.5,9054,4234,3962,12294,24433,24987,14849,9282,13457,22007,17653,10679,8620,411737,20560,8362,4444,4754,13358,24094,802956,545957,31268,13017,40389,1018,49520,121787,802956,177234,142444,5049,5628,6579,166,504321,29487,177234,82925,34912763000,44046,0.4459,14296,6436,8792,9179,10735,8929,11087,11269,11245,23371,29666,44952,35239,25989,31982,37353,792489,81661,710828,3658,26365,320520,578926,10182,641,4802,115839,24017,50761,92084,57393,118031,55696,10682,7273,780287,176279,34284,191682,658464,389595,388801,369761,19040,794,268869,369761,1288,29343,23726,8708,47990,20190,5857,41357,46238,81640,32347,16711,194025,10630,8771,346515,320520,25995,226159,94361,416600,1651,33.5,8152,6062,7921,16132,1991,3388,3796,796376,1696,4807,4500,7585,6839,1674,4666,4013,5986,4290,796376,529,225,11175,12041,35402,16058,320520,802956,693895,1084,9918,54233,43826,802956,704897,98059,762202,611801,91524,1960,17,762202,99889,12584,1358,33776,2550,638594,55420,583174,50012,5408,7285,3041,7014,20611,38,21,844,55420,158621,2770,454137,320520,298793,298173,14604,320520,310002,10518,363480,236900,33809,3745,4744,76471,287009,15433,4617,4294,12017,67.99,3.89,22.07,5.03,1.62,62.81,37.19,13.57,61.18,10.3,4.9,59.17,8.23,0,6.16,12.2,16.26,20.39,12.72,25.92,6.42,2.73,2.25,1.31,65.27,27.23,7.5,16.92,5.78,99.18,8.68,1.52,9.76,12.21,5.46,1.83,4.56,3.28,93.03,12.19,18.66,7.79,22.62,9.92,24.16,-12.16,-11.9,-1.46,28.29,75.81,68.57,10.93,19.13,93.0,13.0,-1.77,48.03,51.97
863227,41.0,40.0,42.0,9565,4771,5301,15682,26288,27977,15807,10834,14773,23815,19873,11196,7141,431667,23800,9090,3949,3958,13126,25551,863227,543324,38406,13792,19023,1688,94198,152796,863227,269536,228635,6005,3097,9341,427,484804,36526,269536,78678,32515677000,37800,0.4275,14122,8050,8932,10295,10198,12050,10748,11625,11699,24374,33105,46155,38792,26724,29630,29473,841084,90630,750454,4167,33437,325972,604691,9593,1349,8144,145481,31428,55370,102737,66165,87661,39648,6899,4421,835098,189349,30679,138629,692620,390610,382810,362553,20257,7800,302010,362553,5400,30869,24475,7300,46257,26952,5094,30902,34776,77381,34209,15585,192658,8385,13803,374562,325972,48590,249533,76439,371600,1509,30.9,10949,7163,9308,18914,2002,5330,3616,839417,1838,5935,6276,8401,6861,2016,5774,4505,5634,5362,839417,150,353,12660,12118,35837,17528,325972,863227,762900,1526,12013,47961,38827,863227,776439,86788,813721,642589,141063,1854,34,813721,116529,20800,1990,22615,3566,662333,69722,592611,62533,7189,11541,5619,9641,24074,5,14,505,69722,166134,5110,479275,325972,300742,300325,17868,325972,315327,10645,364508,260609,36221,898,3773,56116,308392,21245,7979,5067,6313,62.94,4.45,31.22,2.2,1.6,56.16,43.84,13.59,59.95,10.78,5.29,56.4,10.26,0,5.98,12.01,14.44,14.5,8.43,30.84,6.75,2.15,3.53,1.04,66.62,20.41,12.97,18.57,6.27,97.24,10.53,0.72,10.31,10.05,4.5,2.8,5.48,3.27,92.13,13.75,15.72,9.22,25.5,10.98,0.0,0.0,0.0,0.0,-4.1,-12.82,-21.88,-22.18,-23.26,95.54,30.6,-1.77,48.03,51.97
752719,40.1,38.7,41.4,9079,5550,4186,13736,23172,24227,14996,9696,12340,16827,12295,7154,5822,378892,21086,8938,3458,4803,12465,22527,752719,560082,124914,2446,5061,1052,11536,47628,752719,31996,22716,1665,278,3398,48,552908,124583,31996,52771,21536414300,29372,0.4726,19862,19360,15789,15428,15713,13668,15043,13298,12357,22996,30691,35136,24064,15029,14960,13037,726269,137553,588716,4829,41362,296431,516648,7139,3045,11420,159484,37626,39639,71607,46385,61342,25985,4156,3385,726878,166647,22831,94868,599619,329603,327501,306614,20887,2102,270016,306614,11961,22052,44530,6378,37245,21575,3701,15183,17397,75566,22653,14262,157864,7571,9336,350863,296431,54432,199992,96439,155700,841,29.0,5700,3304,4856,8286,1984,2318,2456,730722,1152,3339,5968,7858,6805,991,2959,3862,4592,5103,730722,401,140,14682,14553,42227,15308,296431,752719,732083,345,3075,6342,10874,752719,735503,17216,708619,682316,18481,596,32,708619,124710,3288,148,5979,685,576761,43471,533290,39515,3956,5961,3227,5829,14570,8,7,427,43471,154365,1965,434352,296431,250962,250348,35644,296431,271805,24626,302234,242692,32419,435,4603,18704,283530,12897,5849,5664,16420,74.41,16.6,4.25,0.67,0.32,73.45,26.55,14.34,58.73,18.94,6.38,54.97,13.95,1,11.45,11.8,8.91,11.87,6.49,39.53,14.52,2.3,2.83,1.52,57.0,27.49,15.51,11.07,5.83,97.08,7.54,0.98,9.1,2.29,1.44,0.48,12.02,8.31,84.45,21.1,14.66,7.2,14.06,12.21,-33.14,-38.52,-100.0,8.31,17.1,30.87,76.28,40.18,100.0,47.6,48.88,-15.46,34.34,65.66
761775,38.3,37.1,39.4,9571,6249,4323,15799,24444,24789,13472,8991,10755,16055,11284,6374,4668,393192,21217,9456,4965,5687,16756,25466,761775,520331,157244,1889,12177,229,21185,48720,761775,49008,31109,1992,514,9601,246,508780,156460,49008,65200,28441728500,37971,0.4754,19626,11539,11586,13312,12900,14345,14201,13171,12651,23185,30161,40495,32245,19222,21873,24662,744615,107025,637590,3206,26640,315174,516502,5888,1666,6081,126965,24844,32485,76243,43116,104884,45918,13482,7882,737124,176699,33895,172166,609475,371096,368196,352024,16172,2900,238379,352024,3415,24555,27008,8123,43429,21127,5269,25662,34920,94367,25080,18469,178850,12762,9086,355488,315174,40314,202558,112616,211300,1028,28.4,5930,4844,5061,10699,1989,1559,2410,751983,1551,3483,5637,7508,7057,983,4061,5466,5710,5288,751983,125,156,11410,11123,39499,13075,315174,761775,722118,602,5245,11740,22070,761775,727965,33810,718304,668658,33604,1575,159,718304,119260,5835,1322,15384,1156,586408,45820,540588,41049,4771,7487,3458,6956,14413,7,189,346,45820,172672,2529,454195,315174,282221,281752,26561,315174,301113,14061,349585,274414,30071,1342,3949,35498,314087,11218,4695,4761,13322,68.31,20.64,6.43,1.6,0.25,66.79,33.21,16.11,59.44,14.37,4.39,60.89,8.45,1,9.05,12.32,12.86,20.31,13.03,30.53,7.67,3.44,2.45,1.13,56.98,31.68,11.34,13.1,6.22,98.71,7.81,0.76,10.41,4.44,2.9,1.0,8.43,4.46,89.4,14.94,19.63,8.2,18.14,9.87,-16.34,-21.06,-76.54,19.63,15.71,8.26,21.53,6.31,10.74,24.78,17.86,-15.46,34.34,65.66
786435,35.7,35.0,36.6,12254,6670,5940,16626,28396,28845,12708,7376,10589,14232,9428,5231,4956,393253,24197,11888,6285,5829,16440,27046,786435,506150,20806,8526,27019,10168,42810,170956,786435,135207,90781,3920,1553,28056,340,487349,20601,135207,74552,31177362900,40143,0.4745,12087,10097,9078,10528,10259,12203,11925,11751,11675,20777,29744,40355,32126,20638,24012,31353,770232,93667,676565,2360,18954,298608,513780,9466,2920,7632,129856,24936,31075,64334,38101,103526,45628,8848,7096,756644,195937,39348,165098,618141,394467,393418,378788,14630,1049,223674,378788,4875,30436,48604,9650,59837,22062,3971,20326,37766,79492,32704,19816,205563,11513,7720,328586,298608,29978,189645,108963,268400,1079,25.2,6126,2755,4874,8335,1995,2992,5401,780164,2252,6314,7838,9484,9287,2423,6095,6012,6820,7001,780164,113,404,8499,9050,32253,14953,298608,786435,690807,1803,6251,28895,58679,786435,698861,87574,736757,622312,84393,986,219,736757,115518,16200,2474,33712,2851,594663,40607,554056,36674,3933,7277,4406,6028,11291,55,114,267,40607,193473,2812,480137,298608,271927,271743,19728,298608,286674,11934,375260,286428,32464,862,5150,45718,329542,7940,4542,3210,8673,64.36,2.65,17.19,3.44,1.08,61.97,38.03,17.47,57.39,12.16,3.72,63.82,6.35,1,6.62,11.56,13.75,20.15,11.98,31.97,12.83,2.92,1.96,1.37,57.72,33.16,9.12,11.65,8.14,99.2,6.83,0.66,9.69,11.14,7.46,2.53,6.61,4.0,91.0,16.71,20.3,7.88,22.86,8.34,21.23,24.46,78.53,44.88,75.9,79.41,77.32,32.11,32.5,30.8,32.03,-15.46,34.34,65.66
748462,40.7,39.3,42.0,11129,5083,5840,13857,22323,22713,15125,9154,12727,18885,12931,7702,5284,378990,21281,9379,4738,5125,13105,21179,748462,522033,145709,4175,5429,810,22427,47879,748462,59360,46484,2145,651,6187,26,506011,144959,59360,52605,21063164600,29072,0.4696,21679,17604,15845,16248,14793,15598,14189,12428,13276,23492,29003,37800,24204,13673,14176,11766,721913,135658,586255,5023,35636,295774,512242,7813,2018,10353,165320,32625,37002,74592,41069,65164,25117,4204,3241,722460,167990,30793,97726,602066,322577,322154,304188,17966,423,279489,304188,10339,20707,50514,4781,36738,18824,2595,12230,20684,72329,25042,14070,158298,6887,8473,359736,295774,63962,208669,87105,143300,814,28.2,5735,3274,4666,10039,1982,2919,2255,732628,1221,3986,5846,7704,6211,1316,2968,4354,5155,5980,732628,241,310,15279,14598,40494,14619,295774,748462,717012,714,3596,9907,17233,748462,721322,27140,705431,657165,39650,540,66,705431,114112,8058,784,7985,932,580075,43479,536596,39872,3607,7256,2402,6080,15034,23,0,433,43479,155925,2455,433246,295774,242592,242063,44353,295774,269640,26134,299717,243295,30246,907,4559,16799,282918,14020,6886,6334,12186,69.75,19.47,7.93,0.73,0.56,67.61,32.39,14.93,59.47,18.79,5.58,53.58,12.05,1,11.51,12.06,8.53,12.72,6.36,40.17,16.61,2.13,2.63,1.52,58.01,24.21,17.78,11.36,6.11,97.88,7.5,1.0,8.3,3.63,2.3,1.25,15.0,8.84,81.84,22.15,15.33,7.73,17.53,11.62,-100.0,-49.46,-86.17,-17.38,22.84,11.18,74.9,35.51,42.13,44.81,45.82,-15.46,34.34,65.66
760971,38.2,37.0,39.6,10526,5643,6405,16473,25541,26681,15018,8745,12936,18900,11717,7662,6227,377675,21185,9565,5566,5474,15004,22987,760971,497177,14056,13818,46140,2636,68816,118328,760971,180111,153848,3686,915,5447,413,462878,13254,180111,70421,27421175300,36617,0.4716,15190,11657,11486,11463,11076,11707,10379,11055,10135,19549,27605,37415,28230,18711,23498,26693,742684,116248,626436,4315,43044,285849,513161,13815,1271,6976,115180,18640,46985,91118,55600,81822,26764,8112,4339,735561,189670,45296,121037,608077,348862,345395,320838,24557,3467,259215,320838,17828,24216,20757,5984,37093,16668,4280,14516,28075,79605,32639,16313,169643,9450,12505,320043,285849,34194,178615,107234,380200,1327,33.1,8709,5943,7668,15742,1981,3967,4636,745375,896,3171,4923,6019,4676,1261,2823,3778,3505,3450,745375,150,349,12026,11760,34793,16885,285849,760971,670332,1099,7055,40765,41720,760971,678486,82485,717676,573393,100605,1232,2,717676,101941,17581,2617,22705,2373,584350,43401,540949,39015,4386,7522,2700,4713,15651,0,80,771,43401,171571,3200,441853,285849,259568,259095,20099,285849,272946,12903,314121,235465,33279,1541,6505,31786,282335,12174,8015,5216,12000,65.33,1.85,23.67,6.06,1.82,60.83,39.17,16.19,58.26,15.65,7.11,57.37,15.06,1,8.0,11.11,12.76,15.94,7.64,28.77,6.47,2.71,3.58,2.07,55.81,33.51,10.68,21.31,4.63,97.95,7.43,1.78,10.11,10.84,5.48,2.81,7.03,4.51,90.64,13.62,17.81,7.99,23.4,14.39,-38.66,-37.25,-44.74,-31.76,14.76,22.06,18.1,9.78,13.98,24.14,30.68,11.29,61.09,38.91
755468,44.8,43.5,46.2,8959,4367,4410,11937,19969,21644,15875,9480,15573,23074,15534,8970,6970,379987,16833,8009,3469,3767,12774,18970,755468,512573,12455,15805,30580,1560,75352,107143,755468,159798,109174,3284,1449,23347,626,489693,11501,159798,98747,46465871600,62629,0.5282,13615,8776,7762,8055,8287,8867,8850,8197,7908,16166,22648,31731,26507,21079,32080,68199,741762,82986,658776,3920,32428,298727,552444,11125,674,3961,87552,14558,34390,82320,44860,140718,62408,24619,11102,735927,166549,35791,238847,628951,376956,375856,351200,24656,1100,251995,351200,10515,26797,24286,6755,36233,14101,8489,22418,52345,79951,31252,19167,182888,10606,13051,337389,298727,38662,190317,108410,837200,1936,33.3,9835,6378,9227,19877,1974,2392,5531,745886,589,1739,2707,4186,5815,658,1450,1492,3202,2669,745886,198,134,9770,10046,29227,14595,298727,755468,639663,605,9049,54446,51705,755468,649317,106151,720978,575069,100546,3969,74,720978,85314,16418,2846,28075,2861,609036,31289,577747,29418,1871,2940,1128,3290,13380,17,23,363,31289,137544,1176,435791,298727,278865,278556,14753,298727,287481,11246,342656,213749,30389,6298,12278,73026,269630,14840,8165,4954,11033,67.85,1.65,21.15,4.05,2.09,64.82,35.18,12.79,59.75,11.19,6.56,59.93,10.86,1,6.15,9.34,19.57,25.47,17.76,20.5,6.92,2.81,3.46,3.58,56.41,32.13,11.46,23.81,3.29,98.73,5.14,1.16,5.98,14.05,6.84,2.67,4.94,3.76,93.25,10.76,20.98,5.29,22.34,12.89,33.7,31.72,15.78,14.3,-42.48,-49.98,-53.7,-54.02,-51.48,-48.8,-43.76,11.29,61.09,38.91
778710,43.7,42.7,44.7,8256,4626,3446,10930,19988,22972,15153,10196,15145,22297,14281,9515,7225,392260,17751,6993,3162,4096,10505,19254,778710,558006,13479,7272,61537,1122,34091,103203,778710,116483,81843,5333,1243,7704,340,529125,12704,116483,106071,42713417600,56025,0.4583,12285,6269,6392,8212,6322,7699,7438,7588,7436,14572,22810,35673,32430,24971,36230,66172,767820,60286,707534,3341,19990,302499,567610,6390,361,3080,93704,13815,41566,90281,60569,150497,60529,16690,8280,756610,172108,34253,235996,638565,380939,379357,360332,19025,1582,257626,360332,4585,27315,22358,5719,37063,16093,6291,27506,49191,82872,34554,16903,188993,10836,14960,372078,302499,69579,223630,78869,651300,1950,32.5,11572,8751,10567,22616,1988,2686,2620,769085,788,1539,2442,3682,4235,425,1794,1192,2824,2692,769085,163,53,9392,9754,25852,12824,302499,778710,675872,824,9487,56277,36250,778710,686183,92527,741907,623930,48946,2007,78,741907,104072,6195,1626,27534,2440,618042,44714,573328,40803,3911,7004,3090,5088,16287,73,51,472,44714,136095,2908,447597,302499,281685,281330,14381,302499,293486,9013,353629,232472,24521,2317,6475,80100,273529,12888,10025,5495,7491,71.66,1.73,14.96,7.9,0.93,67.95,32.05,11.72,59.5,7.85,5.02,59.66,6.61,1,5.07,9.38,20.52,26.51,15.06,20.07,6.2,2.84,3.93,1.83,60.1,21.2,18.7,23.93,2.81,98.76,7.23,1.06,8.75,11.88,4.66,1.05,4.75,2.98,93.0,10.02,21.19,7.6,19.8,10.77,27.07,21.65,5.56,6.89,-8.46,-5.44,-18.7,-16.14,-9.34,7.3,10.94,11.29,61.09,38.91
